|CHO|Workgroup|InsurerClaimOwner|DateInvoiceWasUploaded|OriginalTotalToPayAmount|SettledAmount|DateclaimmovedtoInvoicePaymentLogged|DaysToPayclaim|NooftimesclaimwentintoContestedInvoiceReferredToInsurer|NooftimesclaimwentintoContestedInvoiceReferredToCHO|OriginalHireGross|CurrentHireGross|OriginalRepairGross|CurrentRepairGross|OriginalEngineerFeeGross|CurrentEngineerFeeGross|OriginalTotalLossFeeGross|CurrentTotalLossFeeGross|OriginalStorageRecoveryGross|CurrentStorageRecoveryGross|OriginalHireDays|CurrentHireDays|TotalPenaltyChargeAmount|InvoiceSavingRule|BREfailures,,,,,,,,,,,,,
2621|3|2|18|21/08/2015 15:50|1720.02|1720.02|04/09/2015 09:58|13.8|||1720.02|1720.02|0.0|0.0|0|0|0.0|0.0|0.0|0.0|29|29|0.0||003,56,,,,,,,,,,,,
2622|3|1|12|01/09/2015 16:02|0.0|265.1|04/09/2015 11:21|2.8|1.0|1.0|1478.98|265.1|0.0|0.0|0|0|0.0|0.0|0.0|0.0|26|4|0.0|3.0|001,21,999,3,,,,,,,,,,
2623|7|2|71|24/07/2015 12:25|641.06|675.3|11/09/2015 07:53|48.8|2.0|2.0|641.06|600.27|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|13|75.03|21.0|056,21,999,,,,,,,,,,,
2624|3|1|37|24/08/2015 15:50|1988.8|1988.8|07/09/2015 10:26|13.8|||1988.8|1988.8|0.0|0.0|0|0|0.0|0.0|0.0|0.0|20|20|0.0||003,,,,,,,,,,,,,
2625|3|1|36|14/07/2015 15:56|3531.43|2980.85|07/09/2015 10:30|54.8|6.0|6.0|3531.43|2980.85|0.0|0.0|0|0|0.0|0.0|0.0|0.0|57|48|0.0|3.0|003,40,,,,,,,,,,,,
2626|3|2|22|11/08/2015 16:16|727.66|727.66|07/09/2015 09:53|26.7|||667.66|667.66|0.0|0.0|60|60|0.0|0.0|0.0|0.0|14|14|0.0||090,,,,,,,,,,,,,
2627|3|1|9|28/05/2015 15:17|0.0|172.02|01/02/2016 08:42|248.7|1.0|1.0|344.03|344.03|0.0|0.0|0|0|0.0|0.0|0.0|0.0|7|7|0.0||056,40,,,,,,,,,,,,
2628|3|2|46|23/07/2015 16:01|766.31|783.97|07/09/2015 10:48|45.8|1.0|1.0|0.0|0.0|706.31|706.31|60|60|0.0|0.0|0.0|0.0|1|1|17.66||090,41,,,,,,,,,,,,
2629|3|2|25|29/05/2015 14:07|1592.28|1624.16|04/09/2015 11:36|97.9|2.0|2.0|1054.2|954.78|478.08|478.08|60|60|0.0|0.0|0.0|0.0|10|9|131.3|56.0|040,41,56,90,,,,,,,,,,
2630|3|2|25|15/07/2015 16:18|606.34|682.13|04/09/2015 13:25|50.9|||606.34|606.34|0.0|0.0|0|0|0.0|0.0|0.0|0.0|10|10|75.79||040,,,,,,,,,,,,,
2631|3|1|9|11/08/2015 16:15|2509.52|2509.52|04/09/2015 09:58|23.7|||667.66|667.66|1781.87|1781.87|60|60|0.0|0.0|0.0|0.0|14|14|0.0||023,90,,,,,,,,,,,,
2632|5|1|64|30/07/2015 16:30|0.0|7653.87|07/09/2015 08:54|38.7|1.0|1.0|2752.19|2045.93|5163.12|5163.12|60|60|0.0|0.0|0.0|0.0|19|14|384.82|56.0|020,22,23,63,3,56,,,,,,,,
2633|7|2|46|02/11/2015 11:04|1392.14|1392.14|11/11/2015 06:37|8.8|||1322.54|1322.54|0.0|0.0|0|0|0.0|0.0|69.6|69.6|28|28|0.0||003,7,31,21,,,,,,,,,,
2634|4|1|28|06/07/2015 12:38|2620.78|2620.78|04/09/2015 09:57|59.9|2.0|2.0|2620.78|2620.78|0.0|0.0|0|0|0.0|0.0|0.0|0.0|22|22|0.0||001,3,,,,,,,,,,,,
2635|7|2|59|02/09/2015 12:53|1176.96|1176.96|07/09/2015 09:03|4.8|||44.4|44.4|1072.56|1072.56|60|60|0.0|0.0|0.0|0.0|1|1|0.0||056,,,,,,,,,,,,,
2636|7|1|17|22/07/2015 13:11|1215.75|2558.32|03/09/2015 14:39|43.1|2.0|2.0|675.34|675.34|1696.16|1696.16|60|60|0.0|0.0|0.0|0.0|11|11|126.82||023,,,,,,,,,,,,,
2637|3|1|9|14/08/2015 09:05|2567.66|2340.54|04/09/2015 09:53|21.0|1.0|1.0|741.37|514.25|1766.29|1766.29|60|60|0.0|0.0|0.0|0.0|9|6|0.0|56.0|056,90,,,,,,,,,,,,
2638|7|1|28|20/08/2015 12:42|1804.74|1804.74|04/09/2015 11:34|15.0|||376.14|376.14|1368.6|1368.6|60|60|0.0|0.0|0.0|0.0|5|5|0.0||023,61,44,,,,,,,,,,,
2639|5|1|64|01/09/2015 16:31|2738.93|2203.73|04/09/2015 10:07|2.7|1.0|1.0|1687.73|1687.73|0.0|0.0|60|0|0.0|0.0|991.2|516.0|36|36|0.0|3.0|003,20,22,,,,,,,,,,,
2640|7|2|25|11/08/2015 11:24|2280.98|2280.98|04/09/2015 10:04|23.9|||2145.38|2145.38|0.0|0.0|60|60|0.0|0.0|75.6|75.6|46|46|0.0||001,3,7,44,,,,,,,,,,
2641|3|2|67|02/09/2015 16:15|215.32|430.63|04/09/2015 10:07|1.7|||430.63|430.63|0.0|0.0|0|0|0.0|0.0|0.0|0.0|7|7|0.0||056,,,,,,,,,,,,,
2642|3|2|25|09/07/2015 16:35|627.08|641.26|04/09/2015 11:59|56.8|||0.0|0.0|567.08|567.08|60|60|0.0|0.0|0.0|0.0|1|1|14.18||041,90,,,,,,,,,,,,
2643|7|2|22|12/08/2015 12:46|3932.44|3932.44|07/09/2015 10:17|25.9|1.0|1.0|976.9|976.9|2895.54|2895.54|60|60|0.0|0.0|0.0|0.0|12|12|0.0||023,63,31,,,,,,,,,,,
2644|3|1|17|29/07/2015 08:29|1164.1|1051.39|04/09/2015 11:51|37.1|1.0|1.0|1164.1|1051.39|0.0|0.0|0|0|0.0|0.0|0.0|0.0|10|9|0.0|56.0|056,40,,,,,,,,,,,,
2645|3|2|59|17/07/2015 15:28|546.53|546.53|07/09/2015 10:52|51.8|1.0|1.0|546.53|546.53|0.0|0.0|0|0|0.0|0.0|0.0|0.0|11|11|0.0||040,,,,,,,,,,,,,
2646|3|2|46|26/08/2015 15:55|391.08|391.08|07/09/2015 10:54|11.8|||391.08|391.08|0.0|0.0|0|0|0.0|0.0|0.0|0.0|6|6|0.0||056,,,,,,,,,,,,,
2647|7|2|25|09/07/2015 12:16|2138.4|2405.7|04/09/2015 10:19|56.9|1.0|1.0|2138.4|2138.4|0.0|0.0|0|0|0.0|0.0|0.0|0.0|11|11|267.3||002,21,999,,,,,,,,,,,
2648|7|2|25|02/07/2015 11:35|1475.46|1740.06|04/09/2015 11:52|64.0|||1292.1|1292.1|123.36|123.36|60|60|0.0|0.0|0.0|0.0|25|25|264.59||003,,,,,,,,,,,,,
2649|3|1|9|14/08/2015 09:54|3155.6|3155.6|04/09/2015 10:21|21.0|||0.0|0.0|3095.6|3095.6|60|60|0.0|0.0|0.0|0.0|1|1|0.0||023,90,,,,,,,,,,,,
2650|3|2|18|28/08/2015 09:34|150.0|150.0|07/09/2015 10:08|10.0|||0.0|0.0|0.0|0.0|60|60|90.0|90.0|0.0|0.0|1|1|0.0||090,91,,,,,,,,,,,,
2651|3|1|70|18/08/2015 16:11|4113.65|2440.66|07/09/2015 10:08|19.7|1.0|1.0|3963.65|2290.66|0.0|0.0|60|60|90.0|90.0|0.0|0.0|56|32|0.0|7.0|003,7,90,91,,,,,,,,,,
2652|3|1|37|30/07/2015 15:17|0.0|1913.48|07/09/2015 10:18|38.8|1.0|1.0|2152.63|1700.87|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|11|212.61|56.0|056,40,,,,,,,,,,,,
2653|5|1|10|24/08/2015 16:30|446.44|312.42|04/09/2015 10:13|10.7|1.0|1.0|411.46|312.42|0.0|0.0|0|0|0.0|0.0|0.0|0.0|6|4|0.0|56.0|012,55,44,87,56,,,,,,,,,
2654|3|2|59|14/08/2015 09:05|2001.37|2001.37|07/09/2015 10:09|24.0|1.0|1.0|938.36|938.36|1003.01|1003.01|60|60|0.0|0.0|0.0|0.0|9|9|0.0||045,90,,,,,,,,,,,,
2655|3|2|18|25/08/2015 15:00|1018.88|1018.88|07/09/2015 10:30|12.8|||958.88|958.88|0.0|0.0|60|60|0.0|0.0|0.0|0.0|21|21|0.0||090,,,,,,,,,,,,,
2656|3|2|46|01/09/2015 16:04|1082.62|1082.62|04/09/2015 10:18|2.8|||1082.62|1082.62|0.0|0.0|0|0|0.0|0.0|0.0|0.0|18|18|0.0||056,,,,,,,,,,,,,
2657|7|2|25|27/07/2015 11:17|105.6|105.6|04/09/2015 10:24|39.0|1.0|1.0|0.0|0.0|0.0|0.0|60|60|0.0|0.0|45.6|45.6|1|1|0.0||021,999,,,,,,,,,,,,
2658|3|1|70|12/06/2015 11:36|1742.98|1742.98|04/09/2015 10:12|83.9|2.0|2.0|607.78|607.78|1075.2|1075.2|60|60|0.0|0.0|0.0|0.0|12|12|0.0||027,90,40,41,,,,,,,,,,
2659|7|1|70|25/08/2015 13:22|0.0|1382.22|04/09/2015 11:59|9.9|||44.4|44.4|1277.82|1277.82|60|60|0.0|0.0|0.0|0.0|1|1|0.0||023,56,,,,,,,,,,,,
2660|6|2|25|06/08/2015 09:19|305.64|305.64|04/09/2015 10:26|29.0|||305.64|305.64|0.0|0.0|0|0|0.0|0.0|0.0|0.0|5|5|0.0||044,,,,,,,,,,,,,
2661|3|2|25|23/07/2015 16:07|854.41|961.21|04/09/2015 14:12|42.9|||854.41|854.41|0.0|0.0|0|0|0.0|0.0|0.0|0.0|7|7|106.8||040,,,,,,,,,,,,,
2662|7|2|59|03/09/2015 10:44|1431.32|1431.32|07/09/2015 09:44|4.0|||1371.32|1371.32|0.0|0.0|60|60|0.0|0.0|0.0|0.0|31|31|0.0||003,7,,,,,,,,,,,,
2663|7|2|22|12/08/2015 12:46|1959.31|1959.31|07/09/2015 10:35|25.9|||410.83|410.83|1488.48|1488.48|60|60|0.0|0.0|0.0|0.0|8|8|0.0||023,,,,,,,,,,,,,
2664|3|2|25|11/08/2015 16:15|1276.9|1276.9|04/09/2015 10:42|23.8|||1276.9|1276.9|0.0|0.0|0|0|0.0|0.0|0.0|0.0|27|27|0.0||003,,,,,,,,,,,,,
2665|3|2|22|10/08/2015 15:52|2088.18|2088.18|04/09/2015 10:46|24.8|||1067.88|1067.88|960.3|960.3|60|60|0.0|0.0|0.0|0.0|10|10|0.0||090,,,,,,,,,,,,,
2666|4|1|70|17/07/2015 17:16|1315.67|1261.66|04/09/2015 10:50|48.7|1.0|1.0|1315.67|1261.66|0.0|0.0|0|0|0.0|0.0|0.0|0.0|9|9|0.0|32.0|032,,,,,,,,,,,,,
2667|6|1|10|12/08/2015 12:38|2732.69|2732.69|04/09/2015 12:16|23.0|||2732.69|2732.69|0.0|0.0|0|0|0.0|0.0|0.0|0.0|56|56|0.0||003,7,44,,,,,,,,,,,
2668|7|1|64|01/07/2015 11:39|623.18|440.59|07/09/2015 10:36|68.0|6.0|6.0|409.58|226.99|0.0|0.0|60|60|0.0|0.0|153.6|153.6|8|4|0.0|70.0|070,,,,,,,,,,,,,
2669|7|1|9|11/08/2015 15:14|1224.58|1053.36|04/09/2015 12:15|23.9|1.0|1.0|410.83|239.62|753.75|753.74|60|60|0.0|0.0|0.0|0.0|8|4|0.0|56.0|001,56,,,,,,,,,,,,
2670|4|2|18|03/09/2015 16:27|5600.34|5600.34|07/09/2015 10:44|3.8|||5600.34|5600.34|0.0|0.0|0|0|0.0|0.0|0.0|0.0|65|65|0.0||003,21,,,,,,,,,,,,
2671|7|2|41|17/06/2015 12:18|5565.8|5415.81|04/09/2015 10:54|78.9|5.0|5.0|2821.32|2821.32|2684.48|2534.48|60|60|0.0|0.0|0.0|0.0|45|45|0.0|23.0|003,23,63,65,,,,,,,,,,
2672|7|2|59|01/09/2015 11:54|1594.44|1594.44|07/09/2015 10:12|5.9|||216.61|216.61|1317.83|1317.83|60|60|0.0|0.0|0.0|0.0|3|3|0.0||001,23,44,,,,,,,,,,,
2673|3|1|70|18/08/2015 16:10|3711.94|3711.94|07/09/2015 10:13|19.8|||1885.74|1885.74|1766.2|1766.2|60|60|0.0|0.0|0.0|0.0|15|15|0.0||045,90,,,,,,,,,,,,
2674|3|1|6|04/08/2015 09:10|587.51|660.97|07/09/2015 10:38|34.1|1.0|1.0|587.51|587.53|0.0|0.0|0|0|0.0|0.0|0.0|0.0|9|9|73.44||002,,,,,,,,,,,,,
2675|3|2|59|04/09/2015 17:03|1099.5|1099.5|07/09/2015 11:29|2.8|||0.0|0.0|1039.5|1039.5|60|60|0.0|0.0|0.0|0.0|1|1|0.0||090,,,,,,,,,,,,,
2676|3|2|46|03/09/2015 16:35|150.0|150.0|07/09/2015 11:37|3.8|||0.0|0.0|0.0|0.0|60|60|90.0|90.0|0.0|0.0|1|1|0.0||090,91,,,,,,,,,,,,
2677|3|2|67|18/08/2015 16:10|1846.9|1846.9|08/09/2015 10:27|20.8|||547.96|547.96|1238.94|1238.94|60|60|0.0|0.0|0.0|0.0|7|7|0.0||090,,,,,,,,,,,,,
2678|5|2|44|25/08/2015 16:22|1012.18|832.18|08/09/2015 10:34|13.8|1.0|1.0|593.88|652.18|0.0|0.0|60|0|0.0|0.0|300.0|180.0|10|10|0.0|12.0|012,55,44,,,,,,,,,,,
2679|6|1|17|03/09/2015 12:46|1135.01|1135.01|08/09/2015 10:48|4.9|||1135.01|1135.01|0.0|0.0|0|0|0.0|0.0|0.0|0.0|21|21|0.0||020,22,44,,,,,,,,,,,
2680|3|2|67|18/08/2015 17:03|60.0|60.0|08/09/2015 10:48|20.7|||0.0|0.0|0.0|0.0|60|60|0.0|0.0|0.0|0.0|1|1|0.0||090,,,,,,,,,,,,,
2681|3|2|67|14/08/2015 09:05|2709.41|2709.41|08/09/2015 10:50|25.1|||550.78|550.78|2098.63|2098.63|60|60|0.0|0.0|0.0|0.0|13|13|0.0||023,56,90,,,,,,,,,,,
2682|3|2|67|18/08/2015 16:10|2386.7|2386.7|08/09/2015 12:22|20.8|||2386.7|2386.7|0.0|0.0|0|0|0.0|0.0|0.0|0.0|24|24|0.0||003,56,,,,,,,,,,,,
2683|3|2|59|01/09/2015 16:02|1642.08|1550.78|09/09/2015 08:42|7.7|1.0|1.0|1642.08|1550.78|0.0|0.0|0|0|0.0|0.0|0.0|0.0|35|33|0.0|1.0|001,3,7,21,999,,,,,,,,,
2684|3|1|70|25/08/2015 15:00|2922.62|2922.62|08/09/2015 10:23|13.8|||1245.04|1245.04|1617.58|1617.58|60|60|0.0|0.0|0.0|0.0|17|17|0.0||090,,,,,,,,,,,,,
2685|5|2|44|18/08/2015 16:34|0.0|1011.08|08/09/2015 10:30|20.7|1.0|1.0|1842.16|1842.16|0.0|0.0|60|0|0.0|0.0|250.0|180.0|28|28|0.0|50.0|050,3,20,22,64,56,,,,,,,,
2686|3|2|67|11/08/2015 16:54|1645.49|1645.49|08/09/2015 10:30|27.7|||1645.49|1645.49|0.0|0.0|0|0|0.0|0.0|0.0|0.0|31|31|0.0||001,3,7,21,999,,,,,,,,,
2687|7|2|67|19/08/2015 12:33|2142.9|2142.9|08/09/2015 10:41|19.9|||750.43|750.43|1342.47|1342.47|50|50|0.0|0.0|0.0|0.0|17|17|0.0||023,,,,,,,,,,,,,
2688|5|2|39|14/07/2015 16:29|2633.28|2756.79|08/09/2015 12:18|55.8|1.0|1.0|591.74|591.74|1981.54|1981.54|60|60|0.0|0.0|0.0|0.0|12|12|123.51||020,22,23,,,,,,,,,,,
2689|5|1|64|11/08/2015 18:15|2011.78|1987.78|07/09/2015 11:39|26.7|||1951.78|1927.78|0.0|0.0|60|60|0.0|0.0|0.0|0.0|44|44|0.0||003,20,22,27,87,25,,,,,,,,
2690|5|2|39|20/07/2015 16:25|0.0|2832.37|07/09/2015 11:47|48.8|||2005.66|2005.66|0.0|0.0|60|60|0.0|0.0|516.0|516.0|38|38|250.71||007,22,35,,,,,,,,,,,
2691|3|1|6|28/08/2015 09:35|150.0|150.0|09/09/2015 08:36|12.0|||0.0|0.0|0.0|0.0|60|60|90.0|90.0|0.0|0.0|1|1|0.0||027,90,91,,,,,,,,,,,
2692|6|2|71|14/08/2015 17:05|2142.65|2142.65|09/09/2015 08:37|25.6|||2142.65|2142.65|0.0|0.0|0|0|0.0|0.0|0.0|0.0|23|23|0.0||002,,,,,,,,,,,,,
2693|6|1|6|24/08/2015 14:51|199.74|199.74|07/09/2015 11:34|13.9|||199.74|199.74|0.0|0.0|0|0|0.0|0.0|0.0|0.0|3|3|0.0||070,,,,,,,,,,,,,
2694|5|1|10|18/08/2015 16:34|644.88|644.88|08/09/2015 10:47|20.8|||644.88|644.88|0.0|0.0|0|0|0.0|0.0|0.0|0.0|10|10|0.0||002,,,,,,,,,,,,,
2695|3|2|59|02/09/2015 16:43|1225.63|1225.63|07/09/2015 11:56|4.8|||0.0|0.0|1165.63|1165.63|60|60|0.0|0.0|0.0|0.0|1|1|0.0||056,90,,,,,,,,,,,,
2696|3|2|59|25/08/2015 15:00|612.53|612.53|07/09/2015 12:00|12.9|1.0|1.0|612.53|612.53|0.0|0.0|0|0|0.0|0.0|0.0|0.0|11|11|0.0||056,,,,,,,,,,,,,
2697|7|1|38|01/09/2015 11:54|3189.39|3189.39|07/09/2015 12:05|6.0|||44.4|44.4|3084.99|3084.99|60|60|0.0|0.0|0.0|0.0|1|1|0.0||023,56,,,,,,,,,,,,
2698|3|2|59|02/09/2015 16:01|1488.97|1488.97|08/09/2015 14:15|5.9|||793.67|793.67|635.3|635.3|60|60|0.0|0.0|0.0|0.0|11|11|0.0||090,,,,,,,,,,,,,
2699|3|2|25|07/09/2015 14:09|1290.22|1290.22|09/09/2015 08:33|1.8|||1290.22|1290.22|0.0|0.0|0|0|0.0|0.0|0.0|0.0|33|33|0.0||003,56,,,,,,,,,,,,
2700|3|1|68|25/08/2015 15:00|1805.66|1805.66|08/09/2015 12:35|13.9|||616.45|616.45|1129.21|1129.21|60|60|0.0|0.0|0.0|0.0|13|13|0.0||090,,,,,,,,,,,,,
2701|3|1|64|04/09/2015 17:01|1973.88|1973.88|08/09/2015 10:44|3.7|||0.0|0.0|1913.88|1913.88|60|60|0.0|0.0|0.0|0.0|1|1|0.0||023,90,,,,,,,,,,,,
2702|1|1|36|07/09/2015 13:13|2376.65|2376.65|11/09/2015 07:59|3.8|||897.17|897.17|1419.48|1419.48|60|60|0.0|0.0|0.0|0.0|8|8|0.0||045,,,,,,,,,,,,,
2703|7|2|25|18/08/2015 11:16|999.37|999.37|08/09/2015 08:56|20.9|||884.27|884.27|0.0|0.0|0|0|0.0|0.0|115.1|115.1|17|17|0.0||044,,,,,,,,,,,,,
2704|2|2|41|24/06/2015 16:27|3175.69|3183.62|09/09/2015 08:35|76.7|4.0|4.0|1825.2|1473.84|1290.49|1290.49|60|60|0.0|0.0|0.0|0.0|10|8|359.29|66.0|050,55,66,,,,,,,,,,,
2705|5|2|44|04/08/2015 08:47|0.0|875.95|10/09/2015 08:29|37.0|1.0|1.0|827.57|778.62|0.0|0.0|0|0|0.0|0.0|0.0|0.0|16|15|97.33|56.0|064,56,,,,,,,,,,,,
2706|4|1|21|27/07/2015 14:48|4503.31|4140.13|04/12/2015 08:08|129.7|2.0|2.0|1602.74|1239.55|2840.57|2840.57|60|60|0.0|0.0|0.0|0.0|14|12|0.0|56.0|031,32,56,,,,,,,,,,,
2707|5|1|37|07/09/2015 16:20|1016.87|1016.87|09/09/2015 08:40|1.7|||1016.87|1016.87|0.0|0.0|0|0|0.0|0.0|0.0|0.0|17|17|0.0||002,21,87,,,,,,,,,,,
2708|7|8|24|14/08/2015 11:29|4729.02|2846.9|08/09/2015 15:42|25.2|1.0|1.0|4707.42|2825.3|0.0|0.0|0|0|0.0|0.0|21.6|21.6|65|38|0.0|7.0|003,7,44,24,,,,,,,,,,
2709|6|1|70|28/07/2015 14:26|1893.89|1887.29|09/09/2015 08:56|42.8|3.0|3.0|913.61|907.01|920.28|920.28|60|60|0.0|0.0|0.0|0.0|6|6|0.0|2.0|002,44,,,,,,,,,,,,
2710|3|1|21|02/09/2015 16:01|2373.29|2373.29|08/09/2015 11:02|5.8|||999.48|999.48|1313.81|1313.81|60|60|0.0|0.0|0.0|0.0|10|10|0.0||086,90,,,,,,,,,,,,
2711|7|1|12|04/09/2015 10:34|150.0|150.0|07/09/2015 12:43|3.1|||44.4|44.4|0.0|0.0|60|60|0.0|0.0|45.6|45.6|1|1|0.0||070,,,,,,,,,,,,,
2712|3|1|12|01/09/2015 16:06|1062.9|1062.9|07/09/2015 12:52|5.9|1.0|1.0|1062.9|1062.9|0.0|0.0|0|0|0.0|0.0|0.0|0.0|10|10|0.0||056,,,,,,,,,,,,,
2713|4|1|38|08/07/2015 09:45|1987.42|2119.71|07/09/2015 13:02|61.1|||239.61|239.61|1687.42|1687.42|60|60|0.0|0.0|0.0|0.0|4|4|132.29||023,,,,,,,,,,,,,
2714|3|1|38|25/08/2015 15:00|1730.02|1730.02|07/09/2015 13:23|12.9|||325.22|325.22|1344.8|1344.8|60|60|0.0|0.0|0.0|0.0|6|6|0.0||023,90,,,,,,,,,,,,
2715|7|2|22|12/08/2015 12:46|150.0|150.0|07/09/2015 13:42|26.0|||44.4|44.4|45.6|45.6|60|60|0.0|0.0|0.0|0.0|1|1|0.0||070,,,,,,,,,,,,,
2716|7|2|25|31/07/2015 15:20|2932.73|2974.51|08/09/2015 11:05|38.8|1.0|1.0|271.78|220.93|2600.95|2600.94|60|60|0.0|0.0|0.0|0.0|4|3|92.64|21.0|023,21,65,,,,,,,,,,,
2717|3|2|59|02/09/2015 16:23|356.84|356.84|07/09/2015 13:50|4.9|1.0|1.0|206.84|206.84|0.0|0.0|60|60|90.0|90.0|0.0|0.0|3|3|0.0||090,91,,,,,,,,,,,,
2718|7|1|6|21/08/2015 12:12|104.4|104.4|07/09/2015 13:59|17.1|||44.4|44.4|0.0|0.0|60|60|0.0|0.0|0.0|0.0|1|1|0.0||070,,,,,,,,,,,,,
2719|3|2|22|11/08/2015 14:40|298.0|298.0|07/09/2015 14:04|27.0|||0.0|0.0|0.0|0.0|60|60|238.0|238.0|0.0|0.0|1|1|0.0||090,91,,,,,,,,,,,,
2720|3|2|25|01/09/2015 16:04|2314.24|2314.24|08/09/2015 10:55|6.8|||2314.24|2314.24|0.0|0.0|0|0|0.0|0.0|0.0|0.0|28|28|0.0||003,,,,,,,,,,,,,
2721|3|1|17|01/09/2015 16:02|1852.08|1852.08|08/09/2015 10:55|6.8|||1852.08|1852.08|0.0|0.0|0|0|0.0|0.0|0.0|0.0|35|35|0.0||001,3,7,21,999,,,,,,,,,
2722|3|1|70|05/08/2015 15:59|1575.12|1610.01|08/09/2015 11:00|33.8|1.0|1.0|1575.12|1431.12|0.0|0.0|0|0|0.0|0.0|0.0|0.0|24|24|178.89|3.0|003,,,,,,,,,,,,,
2723|3|2|71|18/08/2015 16:10|1754.86|1754.86|09/09/2015 08:49|21.7|||1754.86|1754.86|0.0|0.0|0|0|0.0|0.0|0.0|0.0|31|31|0.0||003,27,,,,,,,,,,,,
2724|5|1|37|26/08/2015 16:29|2031.91|1854.31|09/09/2015 08:49|13.7|2.0|2.0|1386.31|1386.31|0.0|0.0|0|0|0.0|0.0|645.6|468.0|26|26|0.0|7.0|007,35,,,,,,,,,,,,
2725|7|2|22|13/08/2015 11:48|0.0|1915.48|08/09/2015 10:58|26.0|||1855.48|1855.48|0.0|0.0|60|60|0.0|0.0|0.0|0.0|37|37|0.0||003,7,,,,,,,,,,,,
2726|3|1|6|01/09/2015 11:53|648.43|648.43|09/09/2015 08:40|7.9|||648.43|648.43|0.0|0.0|0|0|0.0|0.0|0.0|0.0|16|16|0.0||006,56,,,,,,,,,,,,
2727|3|2|67|17/08/2015 15:17|1313.15|1313.15|08/09/2015 13:06|21.9|||1313.15|1313.15|0.0|0.0|0|0|0.0|0.0|0.0|0.0|13|13|0.0||045,,,,,,,,,,,,,
2728|5|2|44|20/08/2015 16:40|1316.64|947.2|08/09/2015 12:59|18.8|2.0|2.0|797.2|797.2|0.0|0.0|60|0|0.0|0.0|250.0|150.0|20|20|0.0|50.0|050,20,22,,,,,,,,,,,
2729|5|2|39|02/07/2015 16:42|4283.45|3091.75|08/09/2015 13:00|67.8|5.0|5.0|1987.0|1307.46|1532.54|1532.54|60|50|0.0|0.0|0.0|0.0|20|18|201.74|3.0|050,3,20,22,,,,,,,,,,
2730|7|1|6|23/07/2015 11:54|2781.0|3101.28|08/09/2015 16:59|47.2|1.0|1.0|2562.26|2562.26|0.0|0.0|60|60|0.0|0.0|158.74|158.74|39|39|320.28||003,7,44,,,,,,,,,,,
2731|3|1|9|17/08/2015 15:17|1697.83|1601.71|08/09/2015 09:30|21.8|1.0|1.0|540.6|444.48|1097.23|1097.23|60|60|0.0|0.0|0.0|0.0|10|8|0.0||090,,,,,,,,,,,,,
2732|3|1|12|07/09/2015 13:57|1664.42|1664.42|08/09/2015 13:20|1.0|||1664.42|1664.42|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|14|0.0||056,,,,,,,,,,,,,
2733|3|1|68|01/09/2015 16:01|1285.72|1285.72|09/09/2015 09:08|7.7|||1285.72|1285.72|0.0|0.0|0|0|0.0|0.0|0.0|0.0|29|29|0.0||003,6,21,999,,,,,,,,,,
2734|3|2|67|14/08/2015 09:05|3727.9|3727.9|08/09/2015 11:15|25.1|||1195.62|1195.62|2472.28|2472.28|60|60|0.0|0.0|0.0|0.0|15|15|0.0||023,90,,,,,,,,,,,,
2735|5|1|37|23/06/2015 16:37|5706.55|6660.66|08/09/2015 11:41|76.8|1.0|1.0|4478.54|4478.54|1168.01|1168.01|60|60|0.0|0.0|0.0|0.0|24|24|954.11||003,20,22,63,64,56,87,88,,,,,,
2736|3|1|68|26/08/2015 15:53|60.0|60.0|09/09/2015 08:55|13.7|||0.0|0.0|0.0|0.0|60|60|0.0|0.0|0.0|0.0|1|1|0.0||090,,,,,,,,,,,,,
2737|3|2|22|21/07/2015 16:07|3292.88|3141.86|09/09/2015 09:07|49.7|1.0|1.0|1003.8|852.79|2229.08|2229.08|60|60|0.0|0.0|0.0|0.0|25|21|0.0|56.0|023,56,90,3,40,41,,,,,,,,
2738|3|2|67|18/08/2015 16:10|334.02|334.02|08/09/2015 11:30|20.8|||274.02|274.02|0.0|0.0|60|60|0.0|0.0|0.0|0.0|5|5|0.0||090,,,,,,,,,,,,,
2739|3|1|9|17/08/2015 15:17|1712.88|1712.88|08/09/2015 11:30|21.8|||549.48|549.48|1103.4|1103.4|60|60|0.0|0.0|0.0|0.0|10|10|0.0||056,90,,,,,,,,,,,,
2740|7|2|46|20/08/2015 12:42|104.4|104.4|08/09/2015 10:11|18.9|||44.4|44.4|0.0|0.0|60|60|0.0|0.0|0.0|0.0|1|1|0.0||046,70,,,,,,,,,,,,
2741|5|1|10|01/09/2015 16:31|6978.07|6837.26|08/09/2015 13:30|6.9|1.0|1.0|2743.75|2602.94|4174.32|4174.32|60|60|0.0|0.0|0.0|0.0|19|18|0.0|56.0|020,22,23,56,,,,,,,,,,
2742|4|2|22|13/08/2015 12:39|2337.35|2337.35|08/09/2015 10:15|25.9|||2337.35|2337.35|0.0|0.0|0|0|0.0|0.0|0.0|0.0|31|31|0.0||003,7,44,,,,,,,,,,,
2743|3|5|48|22/07/2015 16:30|1494.74|1681.58|08/09/2015 13:46|47.9|||1494.74|1494.74|0.0|0.0|0|0|0.0|0.0|0.0|0.0|14|14|186.84||040,46,,,,,,,,,,,,
